id,parcela,placa,familia,especie,especie_sem_autor,nome_comum,habito,ameaca_flora_brasileira,endemismo,cap,ht,coord_x,coord_y
296,25,2628,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,12.5,3,730041.56586435,6959396.63814715
297,25,2661,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,13.5,4,730041.56586435,6959396.63814715
298,25,2627,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,42,8,730041.56586435,6959396.63814715
299,25,2633,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,14.5,4,730041.56586435,6959396.63814715
300,25,2638,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,14,7,730041.56586435,6959396.63814715
301,25,2636,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,23,4.5,730041.56586435,6959396.63814715
302,25,2635,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,43,6,730041.56586435,6959396.63814715
303,25,2675,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,16,6,730041.56586435,6959396.63814715
304,25,2629,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,99,10,730041.56586435,6959396.63814715
305,25,2672,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,21,4,730041.56586435,6959396.63814715
306,25,2631,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,13,4,730041.56586435,6959396.63814715
307,25,2632,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,16,3,730041.56586435,6959396.63814715
308,25,2634,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,20,5,730041.56586435,6959396.63814715
309,26,2535,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,20,5,730090.059650721,6959396.2275262
310,26,2572,ANNONACEAE,Annona neosalicifolia H.Rainer,Annona neosalicifolia,Araticum-amarelo,Árvore,NE,não é endêmica do Brasil,53,11,730090.059650721,6959396.2275262
311,26,2620,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,18,4,730090.059650721,6959396.2275262
312,26,2534,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,13.5,4.5,730090.059650721,6959396.2275262
313,26,2536,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,3,730090.059650721,6959396.2275262
314,26,2570,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,36,7,730090.059650721,6959396.2275262
315,26,2571,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,63,9,730090.059650721,6959396.2275262
316,26,2573,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,4,730090.059650721,6959396.2275262
317,26,2586,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,20,8,730090.059650721,6959396.2275262
318,26,2627,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,22,7,730090.059650721,6959396.2275262
319,26,2587,Morta,Morta,Morta,Morta,-,-,-,16,1.6,730090.059650721,6959396.2275262
320,26,2616,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,14,5,730090.059650721,6959396.2275262
321,26,2592,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,4,730090.059650721,6959396.2275262
322,26,2618,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,31,6,730090.059650721,6959396.2275262
323,26,2792,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,25,7,730090.059650721,6959396.2275262
324,26,2619,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,24,5,730090.059650721,6959396.2275262
325,26,2676,LAURACEAE,Ocotea pulchella (Nees & Mart.) Mez,Ocotea pulchella,Canela-lageana,árvore,LC,não é endêmica do Brasil,16.5,4,730090.059650721,6959396.2275262
326,26,2548,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,34,8,730090.059650721,6959396.2275262
327,26,2621,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,58,12,730090.059650721,6959396.2275262
328,26,2622,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,20,5,730090.059650721,6959396.2275262
329,26,2623,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,26,8,730090.059650721,6959396.2275262
330,26,2626,Morta,Morta,Morta,Morta,-,-,-,47,3.5,730090.059650721,6959396.2275262
331,26,2591,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,13,5,730090.059650721,6959396.2275262
332,26,2625,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,22,6,730090.059650721,6959396.2275262
333,26,2624,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,26,6,730090.059650721,6959396.2275262
334,26,2590,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,16,6,730090.059650721,6959396.2275262
335,27,2611,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,41,8,730056.463087752,6959355.2856933
336,27,2610,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,36,6,730056.463087752,6959355.2856933
337,27,2589,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,64,13,730056.463087752,6959355.2856933
338,27,2588,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,26,8,730056.463087752,6959355.2856933
339,27,2609,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,27,6,730056.463087752,6959355.2856933
340,27,2608,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,47,12,730056.463087752,6959355.2856933
341,27,2607,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,53,13,730056.463087752,6959355.2856933
342,27,2606,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,25,6,730056.463087752,6959355.2856933
343,27,2605,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,55,9,730056.463087752,6959355.2856933
344,27,2604,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,26,9,730056.463087752,6959355.2856933
345,27,2603,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,48,10,730056.463087752,6959355.2856933
346,27,2602,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,54,13,730056.463087752,6959355.2856933
347,27,2601,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,28,9,730056.463087752,6959355.2856933
348,27,2600,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,19,6,730056.463087752,6959355.2856933
349,27,2593,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,23,7,730056.463087752,6959355.2856933
350,27,2599,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,36,10,730056.463087752,6959355.2856933
351,27,2697,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,32,8,730056.463087752,6959355.2856933
352,27,2596,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,17,7,730056.463087752,6959355.2856933
353,27,2594,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,15.5,6,730056.463087752,6959355.2856933
354,28,2615,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,16.5,4,730004.319423051,6959374.61057268
355,28,2614,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,12.5,3.5,730004.319423051,6959374.61057268
356,28,2613,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,18,4,730004.319423051,6959374.61057268
357,28,2612,MYRTACEAE,Myrcia sp.,Myrcia sp.,Guamirim,-,-,-,15.5,4,730004.319423051,6959374.61057268
358,28,2671,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,66,9,730004.319423051,6959374.61057268
359,29,3483,FABACEAE,Andira anthelmia (Vell.) Benth.,Andira anthelmia,Andira,Árvore,NE,é endêmica do Brasil,20.5,4.5,729971.461611936,6959328.22262073
360,29,3487,MONIMIACEAE,Mollinedia schottiana (Spreng.) Perkins,Mollinedia schottiana,Pimenteira,Árvore,NE,não é endêmica do Brasil,15,5,729971.461611936,6959328.22262073
361,29,3489,MELASTOMATACEAE,Tibouchina pulchra Cogn.,Tibouchina pulchra,Quaresmeira,Árvore,NE,é endêmica do Brasil,13,4,729971.461611936,6959328.22262073
362,29,3480,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,15,6,729971.461611936,6959328.22262073
363,29,3484,Morta,Morta,Morta,Morta,-,-,-,25,4,729971.461611936,6959328.22262073
364,29,3485,LAURACEAE,Nectandra oppositifolia Nees,Nectandra oppositifolia,Canela-ferrugem,Árvore,NE,não é endêmica do Brasil,25,6,729971.461611936,6959328.22262073
365,29,3486,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,64,11,729971.461611936,6959328.22262073
366,29,3488,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,16,5,729971.461611936,6959328.22262073
367,29,3490,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,15+17,5,729971.461611936,6959328.22262073
368,29,3491,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,14,4.5,729971.461611936,6959328.22262073
369,29,3494,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,52,9,729971.461611936,6959328.22262073
370,29,3495,Morta,Morta,Morta,Morta,-,-,-,23,2,729971.461611936,6959328.22262073
371,29,3499,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,44,7,729971.461611936,6959328.22262073
372,29,3498,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,36,8,729971.461611936,6959328.22262073
373,29,3497,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,24,7,729971.461611936,6959328.22262073
374,29,3496,ARECACEAE,Syagrus romanzoffiana (Cham.) Glassman,Syagrus romanzoffiana,Gerivá,Erva,LC,não é endêmica do Brasil,41,7,729971.461611936,6959328.22262073
375,29,3481,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,35,7,729971.461611936,6959328.22262073
376,30,2595,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,13,5,730029.980559684,6959314.0440953
377,30,3439,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,15,5.5,730029.980559684,6959314.0440953
378,30,3445,MONIMIACEAE,Mollinedia schottiana (Spreng.) Perkins,Mollinedia schottiana,Pimenteira,Árvore,NE,não é endêmica do Brasil,19,6,730029.980559684,6959314.0440953
379,30,3479,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,34,8,730029.980559684,6959314.0440953
380,30,3478,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,49,10,730029.980559684,6959314.0440953
381,30,3477,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,39,9,730029.980559684,6959314.0440953
382,30,3432,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,23,7,730029.980559684,6959314.0440953
383,30,3431,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,32,6,730029.980559684,6959314.0440953
384,30,3434,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,32,7,730029.980559684,6959314.0440953
385,30,3435,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,69,12,730029.980559684,6959314.0440953
386,30,3433,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,59,12,730029.980559684,6959314.0440953
387,30,3437,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,29,8,730029.980559684,6959314.0440953
388,30,3436,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,13,6,730029.980559684,6959314.0440953
389,30,3438,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,34,9,730029.980559684,6959314.0440953
390,30,3440,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,16,7,730029.980559684,6959314.0440953
391,30,3441,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,43,11,730029.980559684,6959314.0440953
392,30,3443,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,19,9,730029.980559684,6959314.0440953
393,30,3442,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,46,5,730029.980559684,6959314.0440953
394,30,3444,PRIMULACEAE,Myrsine coriacea (Sw.) R.Br. ex Roem. & Schult.,Myrsine coriacea,Capororóca-vermelha,Árvore,NE,não é endêmica do Brasil,18,6,730029.980559684,6959314.0440953
395,30,3446,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,60,14,730029.980559684,6959314.0440953
396,30,3448,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,30,8,730029.980559684,6959314.0440953
397,30,3447,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,29,7,730029.980559684,6959314.0440953
398,31,3452,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,24,9,730044.584273146,6959272.86343902
399,31,3476,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,26,8,730044.584273146,6959272.86343902
400,31,3450,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,55,13,730044.584273146,6959272.86343902
401,31,3482,BIGNONIACEAE,Jacaranda puberula Cham.,Jacaranda puberula,Caroba,Árvore,LC,é endêmica do Brasil,25,10,730044.584273146,6959272.86343902
402,31,3473,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,19,7,730044.584273146,6959272.86343902
403,31,3475,MYRTACEAE,Myrcia splendens (Sw.) DC.,Myrcia splendens,Guamirim,Árvore,NE,não é endêmica do Brasil,16,6,730044.584273146,6959272.86343902
404,31,3459,BIGNONIACEAE,Jacaranda puberula Cham.,Jacaranda puberula,Caroba,Árvore,LC,é endêmica do Brasil,17,2,730044.584273146,6959272.86343902
405,31,3472,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,29,8,730044.584273146,6959272.86343902
406,31,3470,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,16,6,730044.584273146,6959272.86343902
407,31,3469,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,18,6,730044.584273146,6959272.86343902
408,31,3468,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,44,11,730044.584273146,6959272.86343902
409,31,3460,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,25,6,730044.584273146,6959272.86343902
410,31,3467,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,46,14,730044.584273146,6959272.86343902
411,31,3465,BIGNONIACEAE,Jacaranda puberula Cham.,Jacaranda puberula,Caroba,Árvore,LC,é endêmica do Brasil,23,11,730044.584273146,6959272.86343902
412,31,3466,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,69,13,730044.584273146,6959272.86343902
413,31,3464,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,60,15,730044.584273146,6959272.86343902
414,31,3463,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,38,9,730044.584273146,6959272.86343902
415,31,3462,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,52,9,730044.584273146,6959272.86343902
416,32,3389,FABACEAE,Mimosa bimucronata (DC.) Kuntze,Mimosa bimucronata,Maricá,Arbusto; Árvore,NE,não é endêmica do Brasil,34,7,730043.456871704,6959231.20177486
417,32,3388,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,23,8,730043.456871704,6959231.20177486
418,32,3387,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,56,14,730043.456871704,6959231.20177486
419,32,3394,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,25,7,730043.456871704,6959231.20177486
420,32,3395,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,53,14,730043.456871704,6959231.20177486
421,32,3461,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,14,5,730043.456871704,6959231.20177486
422,32,3456,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,15,6,730043.456871704,6959231.20177486
423,32,3455,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,30,8,730043.456871704,6959231.20177486
424,32,3454,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,16,5,730043.456871704,6959231.20177486
425,32,3453,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,13.5,5,730043.456871704,6959231.20177486
426,32,3484,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,25,9,730043.456871704,6959231.20177486
427,32,3385,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,29,8,730043.456871704,6959231.20177486
428,32,3386,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,29,9,730043.456871704,6959231.20177486
429,32,3351,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,20,7,730043.456871704,6959231.20177486
430,32,3390,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,30,9,730043.456871704,6959231.20177486
431,32,3391,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,29,7,730043.456871704,6959231.20177486
432,32,3392,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,37,8,730043.456871704,6959231.20177486
433,32,3393,EUPHORBIACEAE,Alchornea triplinervia (Spreng.) Müll.Arg.,Alchornea triplinervia,Tanheiro,Árvore,NE,não é endêmica do Brasil,62,14,730043.456871704,6959231.20177486
434,33,3334,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,26,9,730032.643594413,6959171.31924044
435,33,3335,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,29,10,730032.643594413,6959171.31924044
436,33,3336,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,30,9,730032.643594413,6959171.31924044
437,33,3337,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,53,9,730032.643594413,6959171.31924044
438,33,3338,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,36,10,730032.643594413,6959171.31924044
439,33,3367,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,30,7,730032.643594413,6959171.31924044
440,33,3366,SALICACEAE,Casearia sylvestris Sw.,Casearia sylvestris,Cafezeiro-do-mato,Árvore,NE,não é endêmica do Brasil,31,10,730032.643594413,6959171.31924044
441,33,3340,Peraceae,Pera glabrata (Schott) Poepp. ex Baill.,Pera glabrata,Tabocuva,Árvore,NE,não é endêmica do Brasil,27,8,730032.643594413,6959171.31924044
442,33,3339,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,93,15,730032.643594413,6959171.31924044
443,33,3334,MYRTACEAE,Eugenia sp.,Eugenia sp.,Guamirim,-,-,-,17,6,730032.643594413,6959171.31924044
444,33,3343,Meliaceae,Guarea macrophylla Vahl,Guarea macrophylla,Café-bravo,Árvore,NE,não é endêmica do Brasil,34,8,730032.643594413,6959171.31924044
445,33,3345,LAURACEAE,Endlicheria paniculata (Spreng.) J.F.Macbr.,Endlicheria paniculata,Canela-frade,Arbusto; Árvore,NE,não é endêmica do Brasil,34,9,730032.643594413,6959171.31924044
446,33,3346,Morta,Morta,Morta,Morta,-,-,-,63,4,730032.643594413,6959171.31924044
447,34,3355,MELASTOMATACEAE,Miconia cinerascens Miq.,Miconia cinerascens,Pixirica,Árvore,NE,não é endêmica do Brasil,23,7,730024.693768872,6959111.21671335
448,34,3353,EUPHORBIACEAE,Alchornea glandulosa Poepp. & Endl.,Alchornea glandulosa,Tanheiro,Árvore,NE,não é endêmica do Brasil,46,14,730024.693768872,6959111.21671335
